UI_20150317_000041	{@St44}Batal{/}	{@st44}취소{/}
UI_20150317_000042	{@St43}{s22}Hair Shop{/}	{@st43}{s22}미용실{/}
UI_20150317_000043	{@st59}Hair Sebelumnya{/}	{@st59}이전 머리{/}
UI_20150317_000044	{@St59}Hair Selanjutnya{/}	{@st59}다음 머리{/}
UI_20150317_000045	{@st41b} Ganti {s18} (NXP 100 required) {/}	{@st41b}변경{s18}(NXP 100 필요){/}
UI_20150317_000046	{@St59}Ganti hair yang dipilih.{/}	{@st59}선택한 헤어로 변경합니다.{/}
UI_20150317_000047	{@St41}Batal	{@st41}해약
UI_20150317_000048	{@st43}Black Market{/}	{@st43}블랙 마켓{/}
UI_20150317_000049	Nama Buku	책이름
UI_20150317_000050	{@St59}Berhenti membaca{/}	{@st59}독서를 그만둡니다{/}
UI_20150317_000051	{@st59}Page Sebelumnya{/}	{@st59}이전 페이지{/}
UI_20150317_000052	{@st59}Page Selanjutnya{/}	{@st59}다음페이지{/}
UI_20150317_000053	{@st47} %s muncul!	{@st47}%s 등장!!
UI_20150317_000054	{@st43}Score{/}	{@st43}스코어{/}
UI_20150317_000055	Damage diterima	받은 데미지
UI_20150317_000056	Technique Bonus	테크닉 보너스
UI_20150317_000057	Evasion Bonus	회피 보너스
UI_20150317_000058	Clear Time	클리어 시간
UI_20150317_000059	Total Score	총 점수
UI_20150317_000060	{@st42}Waktu Terpakai	{@st42}경과 시간
UI_20150317_000061	10 menit	10분
UI_20150317_000062	10 detik	10초
UI_20150317_000063	{@st44}Selesai	{@st44}마감하기
UI_20150317_000064	{@st59}Tutup vending machine{/}	{@st59}자판기를 닫습니다{/}
UI_20150317_000065	{@st43}Buff Vending Machine	{@st43}버프 자판기
UI_20150317_000066	Nama Vending Machine	자판기 이름
UI_20150317_000067	{@st43}Daftar	{@st43}등록
UI_20150317_000068	{@st43}Batal	{@st43}취소
UI_20150317_000069	Buff Vending Machine	버프 자판기
UI_20150317_000070	{@st59}Tutup Buff vending machine.	{@st59}버프 자판기를 닫습니다.
UI_20150317_000071	{@st59}Buff Vending Machine{nl} - Gunakan silver untuk mendapatkan buff casting dari player lain.	{@st59}버프 자판기{nl} - 실버를 지불해 해당 플레이어에게 버프 기술을 시전받을 수 있습니다.
UI_20150317_000072	Menu Carriage	마차메뉴
UI_20150317_000073	{ol}{s22}Bubarkan{/}	{ol}{s22}내리기{/}
UI_20150317_000074	Casting	캐스팅
UI_20150317_000075	{@st43}Game Settings{/}	{@st43}게임설정{/}
UI_20150317_000076	{@st64}Gunakan tombol arah untuk memilih cell!	{@st64}방향키를 입력해 셀을 선택하세요!
UI_20150317_000077	{@st43}Informasi Advancement {/}	{@st43}전직 정보{/}
UI_20150317_000078	{@st43}Pilih Class	{@st43}클래스 선택
UI_20150317_000079	Psychokinesist	사이코키네스스트
UI_20150317_000080	{@st42}Circle %s{/}	{@st42}%s 서클{/}
UI_20150317_000081	Berapa banyak Circle	몇 서클
UI_20150317_000082	Tampilkan deskripsi singkat tentang Class.	클래스에 대한 간단한 설명을 이곳에 표시합니다.
UI_20150317_000083	{@st41b}Attack {@sti7}%s{/}	{@st41b}공격력 {@sti7}%s{/}
UI_20150317_000084	{@st41b}Support {@sti7}%s{/}	{@st41b}보조    {@sti7}%s{/}
UI_20150317_000085	{@st41b}Kesulitan {@sti7}%s{/}	{@st41b}난이도 {@sti7}%s{/}
UI_20150317_000086	{@st59}Tutup Window Informasi Class{/}	{@st59}클래스 정보 창을 닫습니다{/}
UI_20150317_000087	Alarm of Advancement	전직 가능 알람
UI_20150317_000088	{@st43} Advancement	{@st43}클래스 전직
UI_20150317_000089	{@sti7}{s14}Character {/}	{@sti7}{s14}캐릭터{/}
UI_20150317_000090	{@sti8}{s14}Class {/}	{@sti8}{s14}클래스{/}
UI_20150317_000091	{@st44}Chat{/}	{@st44}채팅{/}
UI_20150317_000092	Ke. WWWWWWWW dan 1 lagi	To. WWWWWWWW 외 1
UI_20150317_000093	General: /s {nl} Shout: /y chat {nl} Party: /p {nl} Whisper: /w  name Chat	일반 : /s 내용{nl}외침 : /y 내용{nl}파티 : /p 내용{nl}귓속말 : /w 캐릭명 내용
UI_20150317_000094	{@st41}Normal Chat{/}	{@st41}일반 대화{/}
UI_20150317_000095	{@59}Quit{/}	{@59}종료하기{/}
UI_20150317_000096	{@59}Undang{/}	{@59}초대하기{/}
UI_20150317_000097	{@st59}All{/}	{@st59}전체{/}
UI_20150317_000098	{@st59}Normal (/s chat){/}	{@st59}일반  (/s 할말){/}
UI_20150317_000099	{@st59}Shout (/y chat){/}	{@st59}외침  (/y 할말){/}
UI_20150317_000100	{@st59}Party (/p chat){/}	{@st59}파티  (/p 할말){/}
UI_20150317_000101	{@st59}Whisper (/w isi nama family){/}	{@st59}귓속말   (/w 팀이름 할말){/}
UI_20150317_000102	{@st59}Atur Chat Window{/}	{@st59}채팅창 크기 조절{/}
UI_20150317_000103	{@st43}{s22}Chat Macro{/}	{@st43}{s22}채팅 매크로{/}
UI_20150317_000104	{@st43}Macro{/}	{@st43}매크로{/}
UI_20150317_000105	{@st59b}Macro {nl} {@st59s} - Cara menggunakani: {nl} 1. Pasang gesture icon ke dalam gesture slots di bawah {nl} 2. Ketik text dan save {nl} 3. Gunakan shortcut key untuk mengeluarkan gesture dan text secara bersamaan {/}	{@st59b}매크로{nl}{@st59s} - 사용 방법 : {nl} 1. 상단의 제스쳐 아이콘을 하단의 제스쳐 슬롯에 등록{nl} 2. 대화문구 작성 후 저장{nl} 3. 해당 단축키를 사용해서 대사와 동시에 제스쳐 동작{/}
UI_20150317_000106	{@st59}Tutup Macro{/}	{@st59}매크로를 닫습니다{/}
UI_20150317_000107	{@st41b}Save {/}	{@st41b}저장{/}
UI_20150317_000108	{@st59}Save konten yang terpasang{/}	{@st59}등록한 내용을 저장합니다{/}
UI_20150317_000109	{@st41b}Batal {/}	{@st41b}취소{/}
UI_20150317_000110	{@st59}Batalkan pemasangan konten{/}	{@st59}등록한 내용을 취소합니다{/}
UI_20150317_000111	{@st42}Chat Setting	{@st42}채팅 설정
UI_20150317_000112	{@st42}Transparency	{@st42}투명도
UI_20150317_000113	Tampilkan chat balloon	말풍선 표시
UI_20150317_000114	Shout di bagian atas layar menampilkan informasi	화면 상단에 외치기 내용 표시
UI_20150317_000115	{@st43}Cheat List{/}	{@st43}치트리스트{/}
UI_20150317_000116	{@st42b}Item{/}	{@st42b}  아이템  {/}
UI_20150317_000117	{@st42b}Monster{/}	{@st42b}  몬스터  {/}
UI_20150317_000118	{@st42b}Move map{/}	{@st42b}  맵이동  {/}
UI_20150317_000119	{@st42b}Combat Order{/}	{@st42b}  전투명령  {/}
UI_20150317_000120	{@st41b}Tutup{/}	{@st41b}닫기{/}
UI_20150317_000121	{s16}{b}Double click atau click tombol Create untuk membuat item.	{s16}{b}더블클릭 또는 생성 버튼으로 아이템을 생성할 수 있습니다.
UI_20150317_000122	{s16}{b}Buah	{s16}{b}개
UI_20150317_000123	Lv. {s16}{b}	{s16}{b}레벨
UI_20150317_000124	{@st41b}Cari{/}	{@st41b}검색{/}
UI_20150317_000125	{s16}{b}Double click atau click tombol Create untuk summon monster	{s16}{b}더블클릭 또는 생성버튼으로 몬스터를 소환할 수 있습니다.
UI_20150317_000126	{s16}{b}Ekor	{s16}{b}마리
UI_20150317_000127	{s16}{b}Pilih area yang kamu mau.	{s16}{b}원하는 지역을 선택하세요
UI_20150317_000128	{s18}{b}Tampilkan Minimap{/}	{s18}{b}미니맵 보기{/}
UI_20150317_000129	{@st41b}Tool List{/}	{@st41b}툴 리스트{/}
UI_20150317_000130	Collection {@st59b} {nl} {@st59s} - Kamu dapat mengumpulkan item collection pada My Collection {nl} - Gunakan shortcut keys untuk mengaktifkan collection item deck {nl} {/}	{@st59b}콜렉션{nl}{@st59s} - 게임내 콜렉션 덱을 구해 아이템을 수집하면 해당 아이템 수집 가능{nl} - 콜렉션 덱 아이템 사용했을 경우 콜렉션 단축키가 활성화{nl}{/}
UI_20150317_000131	{@st59}Tutup Collection Information{/}	{@st59}콜렉션 정보를 닫습니다{/}
UI_20150317_000132	{@st43}Collection{/}	{@st43}콜렉션{/}
UI_20150317_000133	{@st43}Color Spray{/}	{@st43}컬러스프레이{/}
UI_20150317_000134	{@st49}Color Spray{/}	{@st49}컬러스프레이{/}
UI_20150317_000135	{@st49}Warna{/}	{@st49}색상{/}
UI_20150317_000136	{@st49}Tersisa{/}	{@st49}잔량{/}
UI_20150317_000137	{@st49}Kuas{/}	{@st49}브러쉬{/}
UI_20150317_000138	{@st49}{a END_EDIT_SPRAY}Draw{/}{/}	{@st49}{a END_EDIT_SPRAY}그리기{/}{/}
UI_20150317_000139	{@st49}{a SAVE_EDIT_SPRAY}Save{/}{/}	{@st49}{a SAVE_EDIT_SPRAY}저장{/}{/}
UI_20150317_000140	{@st49}{a LOAD_EDIT_SPRAY}Import{/}{/}	{@st49}{a LOAD_EDIT_SPRAY}불러오기{/}{/}
UI_20150317_000141	{@st49}Tutup{/}	{@st49}닫기{/}
UI_20150317_000142	{@st43}Companion Adopt	{@st43}컴패니언 분양
UI_20150317_000143	{@st59}Masukkan nama untuk mendapatkan companion {/}	{@st59}분양 받을 컴패니언의 이름을 입력하세요{/}
UI_20150317_000144	{@st41b}Nama{/}	{@st41b}이름{/}
UI_20150317_000145	{@st41b}Harga %s{/}	{@st41b}가격     %s{/}
UI_20150317_000146	{@st59}Tutup window companion {/}	{@st59}컴패니엄 분양 창을 닫습니다{/}
UI_20150317_000147	{@st41b}Adopsi	{@st41b}분양
UI_20150317_000148	{@st59}Mengadopsi Companion{/}	{@st59}분양 받을 컴패니언을 결정합니다{/}
UI_20150317_000149	{@st43}Companion Shop	{@st43}컴패니언 샵
UI_20150317_000150	{@st59}Tutup Companion Shop{/}	{@st59}컴패니언 상점을 닫습니다{/}
UI_20150317_000151	{@st43}Info Character Lain{/}{@st42}	{@st43}다른 캐릭터 정보{/} {@st42}
UI_20150317_000152	{@st59}Tutup Informasi Character{/}	{@st59}캐릭터 정보를 닫습니다{/}
UI_20150317_000153	{@st41b}Informasi	{@st41b}정보
UI_20150317_000154	{@st41b}Record	{@st41b}기록
UI_20150317_000155	Nama Family	팀이륨
UI_20150317_000156	Nama Character	캐릭이륨
UI_20150317_000157	{#Ffff00} %s{/} Rank %s Level {#ffff00}%s{/}	{#ffff00}%s{/}랭크 %s {#ffff00}%s{/}레벨
UI_20150317_000158	Fighter	젼샤
UI_20150317_000159	Adventure {#ffff00}%s{/} (Rank {#ffff00}%s{/}/%s)	모험지수 {#ffff00}%s{/} ({#ffff00}%s{/}위/%s)
UI_20150317_000160	Adventure {#ffff00}%s{/} ({#ffff00}Unranked{/})	모험지수 {#ffff00}%s{/} ({#ffff00}Unranked{/})
UI_20150317_000161	Achievements {#ffff00}%s{/} buah	업적달성 {#ffff00}%s{/}개
UI_20150317_000162	Setting	설정
UI_20150317_000163	Hilangkan tab title untuk tampilan tittle	탭 제목을 지우고 확인하면 탭이 삭제됩니다
UI_20150317_000164	{@st49}All{/}	{@st49}전체{/}
UI_20150317_000165	{@st49}System{/}	{@st49}시스템{/}
UI_20150317_000166	{@st49}Dialog{/}	{@st49}대화{/}
UI_20150317_000167	{@st49}Combat{/}	{@st49}전투{/}
UI_20150317_000168	{@st49}Item{/}	{@st49}아이템{/}
UI_20150317_000169	{@st43}Credits{/}	{@st43}크레딧{/}
UI_20150317_000170	{@st43}Target fixed {/}	{@st43}타겟 고정 설정 중{/}
UI_20150317_000171	Nama NPC	엔피씨이름
UI_20150317_000172	Perbandingan	비교
UI_20150317_000173	Illustrasi	일러스트
UI_20150317_000174	Pilihan Dialog	대화 선택
UI_20150317_000175	Help Text	텍스트 헬프
UI_20150317_000176	{@st41}Buat Item{/}	{@st41}아이템 제조{/}
UI_20150317_000177	{@st45tw2}Membuat item...	{@st45tw2}아이템 제작 중...
UI_20150317_000178	%r Detik	%r 초
UI_20150317_000179	{@st41}Batal{/}	{@st41}취소{/}
UI_20150317_000180	{@st45tw2}Jumlah{/}	{@st45tw2}수량 {/}
UI_20150317_000181	{@st45tw2}Apa kamu mau membuat item ini? 	{@st45tw2}아이템을 만드시겠습니까?
UI_20150317_000182	{@st41}Pilih{/}	{@st41}결정{/}
UI_20150317_000183	Informasi Quest	퀘스트 정보
UI_20150317_000184	{@st59}Batal Transaksi{/}	{@st59}거래를취소합니다{/}
UI_20150317_000185	{@st43}Personal Trade{/}	{@st43}개인 거래{/}
UI_20150317_000186	List Transaksi	내 거래 목록
UI_20150317_000187	Silver : %s	실버 : %s
UI_20150317_000188	Masukkan	입력
UI_20150317_000189	{@st41}Setuju	{@st41}수락
UI_20150317_000190	{@st41}Trade	{@st41}최종확인
UI_20150317_000191	List Transaksi (%s)	상대방(%s) 거래 목록
UI_20150317_000192	Nama player lain	상대방이름
UI_20150317_000193	{s18}{ol} {gr gradation1}Field Event{/}	{s18}{ol}{gr gradation1}필드 이벤트{/}
UI_20150317_000194	{s20}{ol}Mengalahkan Vubbe Tribe! Apakah kamu mau ikut?	{s20}{ol}부베족을 물리쳐라! 참가하시겠습니까?
UI_20150317_000195	{s20}{ol}%s Apakah kamu mau ikut?	{s20}{ol}%s 참가하시겠습니까?
UI_20150317_000196	{s20}{ol}Peserta: (1/5)	{s20}{ol}참가 인원 : (1/5)
UI_20150317_000197	{s20}{ol}Peserta : (%s/%s)	{s20}{ol}참가 인원 : (%s/%s)
UI_20150317_000198	{s20}{ol}Game akan dimulai dalam 1 detik.	{s20}{ol}1초 후 게임이 시작됩니다.
UI_20150317_000199	{s20}{ol}Game dimulai dalam %s detik.	{s20}{ol}%s초 후 게임이 시작됩니다.
UI_20150317_000200	Jangan tampilkan hari ini.	오늘 하루 보지 않기.
UI_20150317_000201	Jangan tampilkan Field Events.	필드 이벤트를 보지 않습니다.
UI_20150317_000202	Join Game	게임 참여
UI_20150317_000203	Mulai game dengan player lain.	플레이어들과 게임을 시작합니다.
UI_20150317_000204	Batal join game.	게임 참여를 하지 않습니다.
UI_20150317_000205	Spray Presets	스프레이 프리셋
UI_20150317_000206	{@st49}Pilih{/}	{@st49}선택{/}
UI_20150317_000207	{@st49}Batal{/}	{@st49}취소{/}
UI_20150317_000208	{@st49}Hapus{/}	{@st49}삭제{/}
UI_20150317_000209	Masukkan nama file untuk save.	저장할 파일의 이름을 입력합니다.
UI_20150317_000210	{@st43}Friend	{@st43}친구
UI_20150317_000211	{@st59}Tutup Friend List{/}	{@st59}친구 목록를 닫습니다{/}
UI_20150317_000212	{@st59b} Friend {nl} {@st59s} - Menjadi teman dengan player lain {nl} - Kamu dapat memeriksa status teman pada Friend List tab. {nl} - Pada Manage tab, kamu dapat mengundan atau blokir teman. {/}	{@st59b}친구{nl}{@st59s} - 친구 관계는 계정 사이에 생성{nl} - 목록 탭에서 친구들의 상태 확인/삭제 가능{nl} - 관리 탭에서 초대, 거절, 차단 등의 내용을 확인{/}
UI_20150317_000213	{@st41b}Online{/}	{@st41b}접속한 친구만 보기{/}
UI_20150317_000214	{@st41b}List	{@st41b}목록
UI_20150317_000215	{@st41b}Manage	{@st41b}관리
UI_20150317_000216	{@st41b}Kirim Friend Request	{@st41b}친구 신청
UI_20150317_000217	{@st41b}Block	{@st41b}차단
UI_20150317_000218	{@st59}Cari{/}	{@st59}검색{/}
UI_20150317_000219	{@st44}Guild{/}	{@st44}길드{/}
UI_20150317_000220	Guild	길드
UI_20150317_000221	List	명단
UI_20150317_000222	News	새소식
UI_20150317_000223	Guild Mission	길드미션
UI_20150317_000224	Members Online	접속중인 구성원 수
UI_20150317_000225	{@st44}Buat Guild{/}	{@st44}길드생성{/}
UI_20150317_000226	{@st42}Buat{/}	{@st42}생성{/}
UI_20150317_000227	{@st42}Tutup{/}	{@st42}닫기{/}
UI_20150317_000228	{@st42}All{/}	{@st42}전체{/}
UI_20150317_000229	{@st42}Ranking Harian{/}	{@st42}오늘랭킹{/}
UI_20150317_000230	{@st42}Ranking Mingguan{/}	{@st42}주간랭킹{/}
UI_20150317_000231	{#Ffff00}%s{/} Rank %s Level {#ffff00}%s{/}	{@st56}순위{/}
UI_20150317_000232	{@st56} Point{/}	{@st56}점수{/}
UI_20150317_000233	{@st56} Class{/}	{@st56}직업{/}
UI_20150317_000234	{@st56} Nama{/}	{@st56}이름{/}
UI_20150317_000235	Page sebelumnya	이전 페이지
UI_20150317_000236	Page selanjutnya	다음 페이지
UI_20150317_000237	{@st42}Cari ID{/}	{@st42}ID 검색{/}
UI_20150317_000238	Masukkan ID untuk mencari	입력한 ID를 검색합니다
UI_20150317_000239	Tutup Hall of Fame	명예의 전당을 닫습니다
UI_20150317_000240	Masukkan ID untuk mencari	검색할 ID를 입력합니다
UI_20150317_000241	{@st59}Stamina{/}	{@st59}스태미나{/}
UI_20150317_000242	{@st43}Help List{/}	{@st43}도움말 목록{/}
UI_20150317_000243	{@st59}Tutup Window Help List{/}	{@st59}도움말 목록 창을 닫습니다{/}
UI_20150317_000244	{@st59b}Help List {nl} {@st59s} - Baca topic help lagi {nl} - Pilih topic untuk lihat detil {/}	{@st59b}도움말 목록{nl}{@st59s} - 읽었던 도움말들을 목록에서 다시 확인 가능{nl} - 원하는 항목을 선택해서 상세 보기{/}
UI_20150317_000245	{@st43}{s22}Help{/}	{@st43}{s22}도움말{/}
UI_20150317_000246	{@st47_b}{b}Help Topics{/}	{@st47_b}{b}도움말 제목{/}
UI_20150317_000247	{@st42b}Simple Help Contents{/}	{@st42b}심플 도움말내용{/}
UI_20150317_000248	{@st59}Tampilkan details{/}	{@st59}자세하게 보기{/}
UI_20150317_000249	Masukkan jumlah	수량을 입력하세요
UI_20150317_000250	{@st59}Masukkan konten{/}	{@st59}내용을 입력합니다{/}
UI_20150317_000251	{@st41b}OK	{@st41b}확인
UI_20150317_000252	{@st59}Konfirmasi perubahan{/}	{@st59}입력 내용을 확인합니다{/}
UI_20150317_000253	{@st41b}Tutup	{@st41b}닫기
UI_20150317_000254	{@st59}Batalkan perubahan{/}	{@st59}입력을 취소합니다{/}
UI_20150317_000255	{@st43}Warp{/}	{@st43}워프{/}
UI_20150317_000256	{@st59}Tutup Window Warp{/}	{@st59}워프 창을 닫습니다{/}
UI_20150317_000257	Warp {@st59b} {nl} {@st59s} - Gunakan warp untuk pergi ke	{@st59b}워프{nl}{@st59s} - 자신이 방문한 지역으로 워프할 수 있는 시스템{nl} - 워프가 2개이상일때 워프 기능 활성화{nl}{/}
UI_20150317_000258	{@st41}Lokasi sekarang : %s{/}	{@st41}현재 위치 : %s{/}
UI_20150317_000259	{@st43}{s22}Warp{/}	{@st43}{s22}워프{/}
UI_20150317_000260	{@st41b}Pindah ke area ini?{/}	{@st41b}이 지역으로 이동하시겠습니까?{/}
UI_20150317_000261	Bagaimana tentang Saul ray	사울레이 어쩌고
UI_20150317_000262	TP terpakai : 0	소모 코인 : 0
UI_20150317_000263	Intro	인트로
UI_20150317_000264	{@st43}Inventory{/}	{@st43}인벤토리{/}
UI_20150317_000265	{@st59}Tutup Inventory{/}	{@st59}인벤토리를 닫습니다{/}
UI_20150317_000266	Equipment {@st59b} {nl} {@st59s}-Hair/Costume: gunakan untuk mengubah penampilan {nl} -Weapons: dapat menggunakan senjata one-hand atau two-hand {nl}	{@st59b}착용장비{nl}{@st59s} - 헤어/코스튬 : 외형 변경 가능 아이템 착용{nl} - 무기 : 한손 장비 및 양손 장비 착용 가능{nl}   (한손 장비 착용시 서브웨폰/방패 착용 가능 ){nl} - 방어구 : 상의, 하의, 장갑, 신발 착용{nl} - 악세서리 : 목걸이 1개, 팔찌 2개 착용{nl}{/}
UI_20150317_000267	{@st59}Hair Costume 1{/}	{@st59}헤어 코스튬1{/}
UI_20150317_000268	{@st59}Hair Costume 2 {/}	{@st59}헤어 코스튬2{/}
UI_20150317_000269	{@st59}Necklace {/}	{@st59}목걸이{/}
UI_20150317_000270	{@st59}Costume{/}	{@st59}코스튬{/}
UI_20150317_000271	{@st59}Top {/}	{@st59}상의{/}
UI_20150317_000272	{@st59}Gloves {/}	{@st59}장갑{/}
UI_20150317_000273	{@st59}Pants{/}	{@st59}하의{/}
UI_20150317_000274	{@st59}Shoes {/}	{@st59}신발{/}
UI_20150317_000275	{@st59}Primary {/}	{@st59}왼손{/}
UI_20150317_000276	{@st59}Secondary {/}	{@st59}오른손{/}
UI_20150317_000277	{@st59}Bracelet 1 {/}	{@st59}팔찌1{/}
UI_20150317_000278	{@st59}Bracelet 2 {/}	{@st59}팔찌2{/}
UI_20150317_000279	{@st59}Armband{/}	{@st59}암밴드{/}
UI_20150317_000280	{@st59}Cari dengan nama {/}	{@st59}입력한 이름으로 검색합니다{/}
UI_20150317_000281	Weight	무게
UI_20150317_000282	{@st43}Equipment Buff{/}	{@st43}장비 버프{/}
UI_20150317_000283	{@st59}Tutup Item Repair UI{/}	{@st59}수리 UI를 닫습니다{/}
UI_20150317_000284	{@st42}Tersedia untuk Buff	{@st42}버프 가능 장비 목록
UI_20150317_000285	{@st42}Gunakan{/}	{@st42}소모 아이템{/}
UI_20150317_000286	{@st42}Jalankan	{@st42}실행
UI_20150317_000287	{@st42}Target Item{/}	{@st42}타겟 아이템{/}
UI_20150317_000288	Ring 1 {@st59} {/}	{@st59}링1{/}
UI_20150317_000289	{@st43}Item Crafting{/}	{@st43}아이템 제작{/}
UI_20150317_000290	{@st42b}Tampilkan hanya material yang mencukupi{/}	{@st42b}재료가 있는 것만 보기{/}
UI_20150317_000291	{@st59}Tutup Item Crafting {/}	{@st59}아이템 제작을 닫습니다{/}
UI_20150317_000292	{@st43}{s22}Pisahkan Item	{@st43}{s22}아이템 나누기
UI_20150317_000293	{@st59}Masukkan jumlah{/}	{@st59}개수를 입력하세요{/}
UI_20150317_000294	Monster HP Bar	몬스터 체력게이지
UI_20150317_000295	{@st44}Item set didapatkan{/}	{@st44}세트 아이템 획득{/}
UI_20150317_000296	Keyboard Warrior	키보드 워리어
UI_20150317_000297	Kill	킬
UI_20150317_000298	99 menit 99 detik	99분 99초
UI_20150317_000299	38000 point	38000 점
UI_20150317_000300	Enhanced Speed Potion	향상된 신속의 물약
UI_20150317_000301	{@st41}OK{/}	{@st41}확 인{/}
UI_20150317_000302	{@st59b}Adventure Journal {nl} {@st59s} - Adventurer journal mencatat pencapaian dalam petualangan {nl} - Item yang didapat, Monster, Crafting, Map, Content, Achievement	{@st59b}모험일지{nl}{@st59s} - 자신의 진행한 정보가 모험일지에 기록{nl} - 아이템 습득, 몬스터 사냥, 제작, 맵탐험, 콘텐츠 진행으로 모험지수 획득{nl}    모험지수 : 다른 모든 지수의 총 합{nl}    성장 : 레벨 및 직업 레벨당 5점{nl}    아이템 : 장비 : 등급 X 10점, 책 : 10점, 기타 : 1점{nl}    몬스터 : 몬스터당 10점 (보스 : 50점){nl}    지역탐색 : 10%당 1점{nl}    퀘스트 : 퀘스트당 1점{nl}    업적 : 업적별로 다름{nl}    제작법 : 개당 10점{nl}    콜렉션 : 덱 5점 , 완성 45점{nl} - 획득한 모험지수에 따라 마을 NPC에게서 보상 획득{/}
UI_20150317_000303	{@sti7}{s22}{ds}Achievements{/}	{@sti7}{s22}{ds}모험지수 달성도{/}
UI_20150317_000304	{@st42b}{#22FF22} Top 10% / %s point{/}	{@st42b}{#22FF22}상위 10% / %s점{/}
UI_20150317_000305	{@st42b} Rata-rata / %s point {/}	{@st42b}전체 평균 /  %s점{/}
UI_20150317_000306	1st / %s pts	1위 / %s점
UI_20150317_000307	Rank %s 	%s위
UI_20150317_000308	%s Point	%s점
UI_20150317_000309	Profession	직업
UI_20150317_000310	Team	팀
UI_20150317_000311	{@st59}Tutup Adventure Journal{/}	{@st59}모험일지를 닫습니다{/}
UI_20150317_000312	{@st43}Adventure Journal Ranking{/}	{@st43}모험일지 랭킹{/}
UI_20150317_000313	{@st43}{s22}Ranking	{@st43}{s22}랭킹
UI_20150317_000314	{@st43}{s22}Nama	{@st43}{s22}이름
UI_20150317_000315	{@st43}{s22}Score	{@st43}{s22}점수
UI_20150317_000316	{@st41}Detail{/}	{@st41}상세정보{/}
UI_20150317_000317	{@st43}Mulai Crafting{/}	{@st43}제작시작{/}
UI_20150317_000318	{@st59}Mulai memproduksi item{/}	{@st59}아이템 제작을 시작합니다.{/}
UI_20150317_000319	 {@st44}Keypad{/}	{@st44}키패드{/}
UI_20150317_000320	{@st42}Batas waktu	{@st42}제한 시간
